,Date,Microsoft Open,Close Microsoft,Apple Open,Apple Close,Amazon Open,Amazon Close,IBM Open,IBM Close,Nike Open,Nike Close
25,2/20/2018,91.475,92.72,172.05,171.85,1446.49,1468.35,155.79,155.16,67.64,67.49
26,2/16/2018,92.45,92.0,172.36,172.43,1457.37,1448.69,155.71,156.18,67.9,68.3
27,2/15/2018,91.21,92.66,169.79,172.99,1466.89,1461.76,155.5,156.01,68.39,68.29
28,2/14/2018,88.51,90.81,163.045,167.37,1406.25,1451.05,150.19,154.76,65.72,67.96
29,2/13/2018,88.93,89.83,161.95,164.34,1385.93,1414.51,150.9,150.75,65.85,65.87
30,2/12/2018,88.735,89.13,158.5,162.71,1364.67,1386.23,150.9,151.4,65.94,65.98
31,2/9/2018,86.3,88.1,157.07,155.97,1373.49,1338.99,148.6,149.51,63.76,65.49
32,2/8/2018,89.71,84.89,160.29,155.32,1429.67,1350.47,152.48,147.59,65.53,62.49
33,2/7/2018,90.49,89.61,163.085,159.54,1449.0,1416.78,154.17,153.85,65.15,65.63
34,2/6/2018,86.89,91.33,154.83,163.03,1361.46,1442.84,150.29,155.34,62.48,65.22
35,2/5/2018,90.56,89.05,159.1,157.49,1402.62,1396.62,157.89,152.53,66.63,64.39
36,2/2/2018,93.64,91.78,166.0,160.37,1477.39,1431.0,161.7,159.03,67.22,67.22
37,2/1/2018,94.79,94.26,167.165,167.78,1445.0,1390.0,163.19,162.4,67.67,67.65
38,1/31/2018,93.75,95.01,166.87,167.43,1451.3,1451.65,163.75,163.7,67.5,68.22
39,1/30/2018,93.3,92.74,165.525,166.97,1403.17,1437.82,166.21,163.62,67.5,67.33
40,1/29/2018,95.14,93.92,170.16,167.96,1409.18,1417.68,167.45,166.8,67.82,67.58
41,1/26/2018,93.12,94.06,172.0,171.51,1392.01,1402.05,166.12,167.34,68.2,68.04
42,1/25/2018,92.465,92.33,174.505,171.11,1368.0,1377.95,165.91,165.47,68.13,67.71
43,1/24/2018,92.55,91.82,177.25,174.22,1374.82,1357.51,166.75,165.37,67.34,68.0
44,1/23/2018,91.9,91.9,177.3,177.04,1338.09,1362.54,162.82,166.25,66.53,67.14
45,1/22/2018,90.0,91.61,177.3,177.0,1297.17,1327.31,161.51,162.6,66.55,66.39
46,1/19/2018,90.14,90.0,178.61,178.46,1312.0,1294.58,164.46,162.37,65.31,67.21
47,1/18/2018,89.8,90.1,179.37,179.26,1293.95,1293.32,170.0,169.12,64.0,64.11
48,1/17/2018,89.08,90.14,176.15,179.1,1312.24,1295.0,168.01,168.65,63.67,63.81
49,1/16/2018,90.1,88.35,177.9,176.19,1323.0,1304.86,165.1,163.85,64.78,63.42
50,1/12/2018,88.67,89.58,176.18,177.09,1273.39,1305.2,164.02,163.14,64.5,64.67
51,1/11/2018,88.13,88.08,174.59,175.28,1259.74,1276.68,164.8,164.2,64.03,64.29
52,1/10/2018,87.86,87.82,173.16,174.29,1245.15,1254.33,162.91,164.18,63.88,64.22
53,1/9/2018,88.65,88.22,174.55,174.33,1256.9,1252.7,163.9,163.83,64.23,64.09
54,1/8/2018,88.2,88.28,174.35,174.35,1236.0,1246.87,162.66,163.47,64.15,64.55
55,1/5/2018,87.66,88.19,173.44,175.0,1217.51,1229.14,162.44,162.49,63.7,63.98
56,1/4/2018,86.59,87.11,172.54,173.03,1205.0,1209.59,159.65,161.7,63.4,63.44
57,1/3/2018,86.055,86.35,172.53,172.23,1188.3,1204.2,157.34,158.49,63.48,63.48
58,1/2/2018,86.125,85.95,170.16,172.26,1172.0,1189.01,154.5,154.25,62.85,63.49
59,12/29/2017,85.63,85.54,170.52,169.23,1182.35,1169.47,154.17,153.42,63.21,62.55
60,12/28/2017,85.9,85.72,171.0,171.08,1189.0,1186.1,153.2,154.04,63.0,62.95
61,12/27/2017,85.65,85.71,170.1,170.6,1179.91,1182.26,152.95,153.13,63.56,62.95
62,12/26/2017,85.31,85.4,170.8,170.57,1168.36,1176.76,152.51,152.83,62.9,63.65
63,12/22/2017,85.4,85.51,174.68,175.01,1172.08,1168.36,151.71,152.5,61.21,63.29
64,12/21/2017,86.05,85.5,174.17,175.01,1175.9,1174.76,153.17,151.5,64.33,64.77
65,12/20/2017,86.2,85.52,174.87,174.35,1190.5,1177.62,153.65,152.95,64.4,63.59
66,12/19/2017,86.35,85.83,175.03,174.54,1189.15,1187.38,154.135,153.23,65.09,64.24
67,12/18/2017,87.12,86.38,174.88,176.42,1187.37,1190.58,153.41,153.33,64.99,64.81
68,12/15/2017,85.26,86.85,173.63,173.87,1179.03,1179.14,153.75,152.5,64.93,64.79
69,12/14/2017,85.43,84.69,172.4,172.22,1163.71,1174.26,154.5,154.0,64.435,64.53
70,12/13/2017,85.74,85.35,172.5,172.27,1170.0,1164.13,156.6,153.91,62.22,64.3
71,12/12/2017,85.31,85.58,172.15,171.7,1166.51,1165.08,155.2,156.74,61.81,62.17
72,12/11/2017,84.29,85.23,169.2,172.67,1164.6,1168.92,154.97,155.41,61.37,61.91
73,12/8/2017,83.63,84.16,170.49,169.37,1170.4,1162.0,153.94,154.81,60.5,61.3
74,12/7/2017,82.54,82.49,169.03,169.452,1156.59,1159.79,154.03,153.57,59.86,60.6
75,12/6/2017,81.55,82.78,167.5,169.01,1137.99,1152.35,155.69,154.1,60.41,59.72
76,12/5/2017,81.34,81.59,169.06,169.64,1128.26,1141.57,156.45,155.35,60.65,60.42
77,12/4/2017,84.42,81.08,172.48,169.8,1173.85,1133.95,155.67,156.46,60.27,60.1
78,12/1/2017,83.6,84.26,169.95,171.05,1172.05,1162.35,154.4,154.76,60.42,59.88
79,11/30/2017,83.51,84.17,170.43,171.85,1167.1,1176.75,153.65,153.97,60.26,60.42
80,11/29/2017,84.71,83.34,172.63,169.48,1194.8,1161.27,152.81,153.55,59.73,60.36
81,11/28/2017,84.07,84.88,174.3,173.07,1204.88,1193.6,152.35,152.47,58.76,59.58
82,11/27/2017,83.31,83.87,175.05,174.09,1202.66,1195.83,152.06,151.98,59.2,59.63
83,11/24/2017,83.01,83.26,175.1,174.97,1160.7,1186.0,151.95,151.84,59.0,59.32
84,11/22/2017,83.83,83.11,173.36,174.96,1141.0,1156.16,152.0,151.77,59.18,59.07
85,11/21/2017,82.74,83.72,170.78,173.14,1132.86,1139.49,151.3,151.95,59.03,59.39
86,11/20/2017,82.4,82.53,170.29,169.98,1129.77,1126.31,150.64,150.51,58.63,59.25
87,11/17/2017,83.12,82.4,171.04,170.15,1138.28,1129.88,149.34,148.97,58.54,59.19
88,11/16/2017,83.1,83.2,171.18,171.1,1130.16,1137.29,147.73,149.12,56.62,57.23
89,11/15/2017,83.47,82.98,169.97,169.08,1127.01,1126.69,148.0,147.1,55.96,56.63
90,11/14/2017,83.5,84.05,173.04,171.34,1130.11,1136.84,147.95,148.89,55.71,55.98
91,11/13/2017,83.66,83.93,173.5,173.97,1123.0,1129.17,148.88,148.4,55.66,55.91
92,11/10/2017,83.79,83.87,175.11,174.67,1126.1,1125.35,150.65,149.16,55.88,56.09
93,11/9/2017,84.11,84.09,175.11,175.88,1125.96,1129.13,149.93,150.3,55.5,56.13
94,11/7/2017,84.77,84.27,173.91,174.81,1124.74,1123.17,151.37,151.35,55.75,55.15
95,11/6/2017,84.2,84.47,172.365,174.25,1109.15,1120.66,151.77,150.84,55.29,56.04
96,11/3/2017,84.08,84.14,174.0,172.5,1091.15,1111.6,153.42,151.58,55.15,55.71
97,11/2/2017,83.35,84.05,167.64,168.11,1097.81,1094.22,154.18,153.35,55.15,55.12
98,11/1/2017,83.68,83.18,169.87,166.89,1105.4,1103.68,154.1,154.03,55.42,55.07
99,10/31/2017,84.36,83.18,167.9,169.04,1109.0,1105.28,154.33,154.06,54.75,54.99
100,10/30/2017,83.7,83.89,163.89,166.72,1095.01,1110.85,153.76,154.36,55.71,55.27
101,10/27/2017,84.37,83.81,159.29,163.05,1058.14,1100.95,154.54,153.68,55.82,55.96
102,10/26/2017,79.2,78.76,157.23,157.41,980.33,972.43,154.31,153.6,55.26,56.81
103,10/25/2017,78.58,78.63,156.91,156.405,978.0,972.91,156.01,153.5,53.43,54.925
104,10/24/2017,78.9,78.86,156.29,157.1,969.0,975.9,159.65,155.88,53.9,53.42
105,10/23/2017,78.99,78.83,156.89,156.17,986.73,966.3,162.05,159.55,53.06,53.66
106,10/20/2017,78.32,78.81,156.61,156.16,993.53,982.91,161.07,162.07,52.79,53.06
107,10/19/2017,77.57,77.91,156.75,155.98,990.0,986.61,159.8,160.9,51.66,52.69
108,10/18/2017,77.67,77.61,160.42,159.76,1009.27,997.0,157.12,159.53,52.18,52.3
109,10/17/2017,77.47,77.59,159.78,160.47,1005.59,1009.13,146.63,146.54,51.5,52.0
110,10/16/2017,77.42,77.65,157.9,159.88,1008.44,1006.34,147.22,146.83,50.8,51.37
111,10/13/2017,77.59,77.49,156.73,156.99,1007.0,1002.94,147.48,147.1,50.83,50.98
112,10/12/2017,76.49,77.12,156.35,156.0,996.81,1000.93,147.56,147.03,50.98,50.83
113,10/11/2017,76.36,76.42,155.97,156.55,991.27,995.0,148.4,147.62,51.39,51.03
114,10/10/2017,76.33,76.29,156.055,155.9,996.67,987.2,147.71,148.5,51.58,51.53
115,10/9/2017,75.97,76.29,155.81,155.84,993.24,990.99,146.5,147.39,52.23,51.52
116,10/6/2017,75.67,76.0,154.97,155.3,975.64,989.58,146.64,146.48,52.2,52.42
117,10/5/2017,75.22,75.97,154.18,155.39,970.0,980.85,146.68,146.72,52.01,52.18
118,10/4/2017,74.0,74.69,153.63,153.4508,954.21,965.45,147.0,146.48,51.51,52.08
119,10/3/2017,74.67,74.26,154.01,154.48,958.0,957.1,146.69,146.78,52.0,51.47
120,10/2/2017,74.71,74.61,154.26,153.81,964.0,959.19,145.35,146.66,52.16,51.87
121,9/29/2017,73.94,74.49,153.21,154.12,960.11,961.35,145.45,145.08,52.59,51.85
122,9/28/2017,73.54,73.87,153.89,153.28,951.86,956.4,145.33,145.66,52.8,52.63
123,9/27/2017,73.55,73.85,153.8,154.23,948.0,950.87,146.68,145.66,52.17,52.67
124,9/26/2017,73.67,73.26,151.78,153.14,945.49,938.6,146.36,146.56,53.18,53.7
125,9/25/2017,74.09,73.26,149.99,150.55,949.31,939.79,145.12,145.87,53.08,53.23
126,9/22/2017,73.99,74.41,152.02,151.89,961.01,955.1,145.59,145.13,53.02,53.24
127,9/21/2017,75.11,74.21,155.8,153.39,971.31,964.65,145.65,145.26,53.55,53.19
128,9/20/2017,75.35,74.94,157.9,156.07,971.79,973.21,144.93,145.88,53.49,53.56
129,9/19/2017,75.21,75.44,159.51,158.73,977.25,969.86,144.79,144.39,52.78,53.33
130,9/18/2017,75.23,75.16,160.11,158.67,990.4,974.19,144.81,144.55,53.87,53.5
131,9/15/2017,74.83,75.31,158.47,159.88,993.01,986.79,144.82,144.82,53.86,53.87
132,9/14/2017,75.0,74.77,158.99,158.28,996.8,992.21,145.86,145.54,53.54,53.73
133,9/13/2017,74.93,75.21,159.87,159.65,983.97,999.6,145.35,145.99,53.45,53.52
134,9/12/2017,74.76,74.68,162.61,160.82,983.27,982.58,145.11,145.76,53.77,53.4
135,9/11/2017,74.31,74.76,160.5,161.5,974.46,977.96,143.54,144.86,52.38,53.03
136,9/8/2017,74.33,73.98,160.86,158.63,979.1,965.9,143.15,142.45,52.25,52.2
137,9/7/2017,73.68,74.34,162.09,161.26,974.0,979.47,144.1,142.9,52.76,52.39
138,9/6/2017,73.74,73.4,162.71,161.91,968.32,967.8,143.88,143.82,53.12,52.76
139,9/5/2017,73.34,73.61,163.75,162.08,975.4,965.27,143.5,143.04,53.25,53.01
140,9/1/2017,74.71,73.94,164.8,164.05,984.2,978.25,142.98,144.08,53.0,53.36
141,8/31/2017,74.03,74.77,163.64,164.0,974.7,980.6,143.02,143.03,52.6,52.81
142,8/30/2017,73.01,74.01,163.8,163.35,958.44,967.59,143.26,142.56,52.8,52.56
143,8/29/2017,72.25,73.05,160.1,162.91,940.0,954.06,142.1,143.14,52.74,52.73
144,8/28/2017,73.06,72.83,160.14,161.47,946.54,946.02,144.11,142.51,54.07,53.73
145,8/25/2017,72.86,72.82,159.65,159.86,956.0,945.26,143.3,143.74,54.03,53.9
146,8/24/2017,72.74,72.69,160.43,159.27,957.42,952.45,142.5,142.94,53.93,53.84
147,8/23/2017,72.96,72.72,159.07,159.98,959.38,958.0,140.7,142.14,53.92,53.61
148,8/22/2017,72.35,73.16,158.23,159.78,955.52,966.9,140.64,141.01,53.92,54.13
149,8/21/2017,72.47,72.15,157.5,157.21,957.57,953.29,139.59,140.33,54.44,53.61
150,8/18/2017,72.27,72.49,157.86,157.5,961.4,958.47,140.87,139.7,54.85,54.95
151,8/17/2017,73.58,72.4,160.52,157.87,977.84,960.57,142.52,140.7,58.53,57.46
152,8/16/2017,73.34,73.65,161.94,160.95,981.65,978.18,141.79,142.5,58.9,58.54
153,8/15/2017,73.59,73.22,160.66,161.6,988.9,982.74,142.55,142.07,58.94,58.56
154,8/14/2017,73.06,73.59,159.32,159.85,978.41,983.3,142.0,142.32,59.15,59.78
155,8/11/2017,71.61,72.5,156.6,157.48,960.0,967.99,142.45,141.84,58.73,58.97
156,8/10/2017,71.9,71.41,159.9,155.27,976.295,956.92,141.64,141.84,59.68,59.07
157,8/9/2017,72.25,72.47,159.26,161.06,982.6,982.01,141.75,141.77,59.42,59.9
158,8/8/2017,72.09,72.79,158.6,160.08,994.35,989.84,142.0,142.11,59.88,59.46
159,8/4/2017,72.4,72.68,156.07,156.39,989.68,987.58,145.0,145.16,60.17,59.76
160,8/3/2017,72.19,72.15,157.05,155.57,999.47,986.92,144.43,144.94,59.8,60.14
161,8/2/2017,72.55,72.26,159.28,157.14,1001.77,995.89,145.12,144.45,59.55,59.79
162,8/1/2017,73.1,72.58,149.1,150.05,996.11,996.19,145.0,145.3,59.0,59.84
163,7/31/2017,73.3,72.72,149.9,148.85,1019.05,987.78,144.38,144.67,58.71,59.05
164,7/28/2017,72.67,73.04,149.89,149.5,1012.14,1020.04,144.81,144.29,58.15,58.67
165,7/27/2017,73.76,73.16,153.75,150.56,1069.55,1046.0,145.0,145.07,58.6,58.15
166,7/26/2017,74.34,74.05,153.35,153.46,1043.2,1052.8,146.27,145.36,59.09,58.36
167,7/25/2017,73.8,74.19,151.8,152.74,1038.05,1039.87,146.57,146.19,59.32,59.39
168,7/24/2017,73.53,73.6,150.58,152.09,1028.34,1038.95,147.0,145.99,59.69,58.95
169,7/21/2017,73.45,73.79,149.99,150.27,1021.28,1025.67,147.59,147.08,59.0,59.95
170,7/20/2017,74.18,74.24,151.5,150.34,1031.59,1028.7,147.53,147.66,59.12,59.1
171,7/19/2017,73.5,73.86,150.48,151.02,1025.0,1026.87,150.02,147.53,57.6,57.77
172,7/18/2017,73.09,73.3,149.2,150.08,1006.0,1024.38,152.36,154.0,57.74,57.65
173,7/17/2017,72.8,73.35,148.82,149.56,1004.69,1010.04,153.59,153.01,58.0,57.79
174,7/14/2017,72.24,72.78,147.97,149.04,1002.4,1001.81,154.01,154.24,57.95,58.0
175,7/13/2017,71.5,71.77,145.5,147.77,1004.62,999.855,153.7,153.63,58.22,57.94
176,7/12/2017,70.69,71.15,145.87,145.74,1000.65,1006.51,153.48,153.7,58.31,58.22
177,7/11/2017,70.0,69.99,144.73,145.53,993.0,994.13,153.26,153.19,58.54,58.18
178,7/10/2017,69.46,69.98,144.11,145.06,985.0,996.47,152.91,153.42,57.89,58.73
179,7/7/2017,68.7,69.46,142.9,144.18,969.55,978.76,152.62,152.94,57.4,57.98
180,7/6/2017,68.27,68.57,143.02,142.73,964.66,965.14,153.36,152.36,57.45,57.16
181,7/5/2017,68.255,69.08,143.69,144.09,961.53,971.4,155.77,153.67,58.24,57.56
182,7/3/2017,69.33,68.17,144.88,143.5,972.79,953.66,153.58,155.58,58.37,58.65
183,6/30/2017,68.78,68.93,144.45,144.02,980.12,968.0,154.28,153.83,56.6,59.0
184,6/29/2017,69.38,68.49,144.71,143.68,979.0,975.93,155.35,154.13,53.33,53.17
185,6/28/2017,69.21,69.8,144.49,145.83,978.55,990.33,155.15,155.32,53.17,53.36
186,6/27/2017,70.11,69.21,145.01,143.74,990.69,976.78,155.0,154.75,53.19,52.95
187,6/26/2017,71.4,70.53,147.17,145.82,1008.5,993.98,154.71,155.23,52.95,53.28
188,6/23/2017,70.09,71.21,145.13,146.35,1002.54,1003.74,154.34,154.11,52.15,52.85
189,6/22/2017,70.54,70.26,145.77,145.63,1002.23,1001.3,154.55,154.4,52.6,52.4
190,6/21/2017,70.21,70.27,145.52,145.87,998.7,1002.23,155.79,153.79,51.9,52.59
191,6/20/2017,70.82,69.91,146.87,145.01,998.0,992.59,154.48,154.95,52.05,51.56
192,6/19/2017,70.5,70.87,143.66,146.34,1017.0,995.17,155.51,154.84,51.42,52.02
193,6/16/2017,69.73,70.0,143.78,142.27,996.0,987.71,154.23,155.38,51.75,51.1
194,6/15/2017,69.27,69.9,143.32,144.29,958.7,964.17,153.29,154.22,54.0,52.9
195,6/14/2017,70.91,70.27,147.5,145.16,988.59,976.47,153.97,153.81,54.48,54.66
196,6/13/2017,70.02,70.65,147.16,146.59,977.99,980.79,155.44,154.25,54.03,54.31
197,6/12/2017,69.25,69.78,145.74,145.32,967.0,964.83,154.19,155.18,53.51,54.03
198,6/9/2017,72.035,70.32,155.19,148.98,1012.5,978.31,152.0,154.1,53.2,53.46
199,6/8/2017,72.51,71.945,155.25,154.99,1012.06,1009.94,151.0,152.1,53.54,53.2
200,6/7/2017,72.635,72.39,155.02,155.37,1005.95,1010.07,153.05,150.98,52.79,53.23
201,6/6/2017,72.3,72.52,153.9,154.45,1012.0,1002.97,152.0,152.37,52.9,52.48
202,6/5/2017,71.97,72.28,154.34,153.93,1007.23,1011.34,151.82,152.41,53.0,53.01
203,6/2/2017,70.44,71.76,153.58,155.45,998.99,1006.73,153.07,152.05,52.7,52.98
204,6/1/2017,70.24,70.1,153.17,153.18,998.59,995.95,152.8,152.67,53.06,52.3
205,5/31/2017,70.53,69.84,153.97,152.76,1000.0,994.62,152.03,152.63,53.02,52.99
206,5/30/2017,69.79,70.41,153.42,153.67,996.51,996.7,151.95,151.73,52.76,52.92
207,5/26/2017,69.8,69.97,154.0,153.61,995.0,995.78,152.85,152.49,52.35,52.59
208,5/25/2017,68.97,69.62,153.73,153.87,984.85,993.38,153.25,153.2,52.38,52.35
209,5/24/2017,68.87,68.77,153.84,153.34,976.0,980.35,152.21,152.51,52.25,52.01
210,5/23/2017,68.72,68.68,154.9,153.8,975.02,971.54,152.57,152.03,51.98,52.2
211,5/22/2017,67.89,68.45,154.0,153.99,964.0,970.7,152.1,152.64,51.77,51.57
212,5/19/2017,67.5,67.69,153.38,152.96,962.84,959.84,151.01,151.98,51.0,51.77
213,5/18/2017,67.4,67.71,151.27,152.54,944.8,958.49,150.86,150.78,51.97,51.68
214,5/17/2017,68.89,67.48,153.6,150.25,954.7,944.52,153.3,150.93,52.39,51.8
215,5/16/2017,68.23,69.41,155.94,155.47,961.0,966.07,151.66,153.68,52.37,52.78
216,5/15/2017,68.14,68.43,156.01,155.7,958.73,957.97,150.62,151.51,54.12,53.77
217,5/12/2017,68.61,68.38,154.7,156.1,954.5,961.35,150.3,150.37,54.1,54.2
218,5/11/2017,68.36,68.46,152.45,153.95,945.11,947.62,151.05,150.65,54.52,54.24
219,5/10/2017,68.99,69.31,153.63,153.26,953.5,948.95,151.651,151.25,54.91,54.56
220,5/9/2017,68.86,69.04,153.87,153.96,952.8,952.82,152.6,152.11,54.33,54.89
221,5/8/2017,68.97,68.94,149.03,153.0,940.95,949.04,152.8,153.03,54.18,54.3
222,5/5/2017,68.9,69.0,146.76,148.96,940.52,934.15,153.52,155.05,54.41,53.95
223,5/4/2017,69.03,68.81,146.52,146.53,944.75,937.53,158.89,159.05,54.68,54.47
224,5/3/2017,69.38,69.08,145.59,147.06,946.0,941.03,158.74,158.63,55.17,54.53
225,5/2/2017,69.71,69.3,147.54,147.51,946.645,946.68,159.44,159.1,55.12,55.07
226,5/1/2017,68.68,69.41,145.1,146.6,927.8,948.43,160.05,158.84,55.43,54.99
227,4/28/2017,68.91,68.46,144.09,143.65,948.83,924.99,160.5,160.29,55.43,55.41
228,4/27/2017,68.15,68.27,143.9225,143.79,914.39,918.76,160.29,160.32,55.18,55.47
229,4/26/2017,68.08,67.83,144.47,143.6508,910.3,909.29,160.53,160.06,55.46,55.16
230,4/25/2017,67.9,67.92,143.91,144.54,907.04,907.62,161.78,160.39,55.53,55.45
231,4/24/2017,67.48,67.53,143.5,143.64,908.68,907.41,161.29,160.75,56.14,55.47
232,4/21/2017,65.67,66.4,142.44,142.27,902.67,898.53,162.05,160.38,56.29,55.85
233,4/20/2017,65.46,65.5,141.22,142.44,899.7,902.06,161.32,162.3,55.96,56.4
234,4/19/2017,65.65,65.04,141.88,140.68,907.84,899.2,161.76,161.69,56.16,55.86
235,4/18/2017,65.33,65.39,141.41,141.2,900.99,903.78,170.79,170.05,56.02,56.11
236,4/17/2017,65.04,65.48,141.48,141.83,887.5,901.99,169.75,171.1,55.32,56.24
237,4/13/2017,65.29,64.95,141.91,141.05,891.45,884.67,169.92,169.53,55.41,55.34
238,4/12/2017,65.42,65.23,141.6,141.8,903.09,896.23,171.04,170.66,54.66,55.57
239,4/11/2017,65.6,65.48,142.94,141.63,907.04,902.36,170.65,170.58,54.95,54.92
240,4/10/2017,65.61,65.53,143.6,143.17,899.63,907.04,172.53,171.2,55.0,54.9
241,4/7/2017,65.85,65.68,143.73,143.34,899.65,894.88,172.08,172.14,55.1,55.11
242,4/6/2017,65.6,65.73,144.29,143.66,913.8,898.28,173.47,172.45,55.07,55.14
243,4/5/2017,66.3,65.56,144.22,144.02,910.82,909.28,174.7,172.88,54.97,54.98
244,4/4/2017,65.39,65.73,143.25,144.77,891.5,906.83,173.52,174.52,55.15,55.04
245,4/3/2017,65.81,65.55,143.71,143.7,888.0,891.51,173.82,174.5,55.74,55.56
246,3/31/2017,65.65,65.86,143.72,143.66,877.0,886.54,173.98,174.14,56.0,55.73
247,3/30/2017,65.42,65.71,144.19,143.93,874.95,876.34,173.86,173.86,56.48,56.04
248,3/29/2017,65.12,65.47,143.68,144.12,859.05,874.32,174.3,173.94,56.41,56.68
249,3/28/2017,64.96,65.29,140.91,143.8,851.75,856.0,173.94,174.51,55.99,56.62
250,3/27/2017,64.63,65.1,139.39,140.88,838.07,846.82,172.69,173.77,55.64,55.93
251,3/24/2017,65.36,64.98,141.5,140.64,851.68,845.61,175.12,173.83,55.29,56.36
252,3/23/2017,64.94,64.87,141.26,140.92,848.2,847.38,174.43,174.82,54.61,55.37
253,3/22/2017,64.12,65.03,139.845,141.42,840.43,848.06,174.04,174.78,54.76,53.92
254,3/21/2017,65.19,64.21,142.11,139.84,858.84,843.2,176.01,173.88,58.78,58.01
255,3/20/2017,64.91,64.93,140.4,141.46,851.51,856.97,175.65,175.7,58.0,58.68
256,3/17/2017,64.91,64.87,141.0,139.99,853.49,852.31,176.29,175.65,57.77,57.8
257,3/16/2017,64.75,64.64,140.72,140.69,855.3,853.42,178.46,177.24,57.43,57.6
258,3/15/2017,64.55,64.75,139.41,140.46,854.33,852.97,175.71,175.81,57.63,57.66
259,3/14/2017,64.53,64.41,139.3,138.99,853.55,852.53,176.18,175.72,56.87,57.28
260,3/13/2017,65.01,64.71,138.85,139.2,851.77,854.59,177.85,176.46,56.4,56.67
261,3/10/2017,65.11,64.93,139.25,139.14,857.0,852.46,178.21,177.83,56.49,56.43
262,3/9/2017,65.19,64.73,138.74,138.68,851.0,853.0,179.15,177.18,56.61,56.36
263,3/8/2017,64.26,64.99,138.95,139.0,848.0,850.5,180.75,179.45,56.94,56.51
264,3/7/2017,64.19,64.4,139.06,139.52,845.48,846.02,180.71,180.38,56.71,56.55
265,3/6/2017,63.97,64.27,139.365,139.34,845.23,846.61,179.72,180.47,56.7,56.77
266,3/3/2017,63.99,64.25,138.78,139.78,847.2,849.88,180.04,180.05,57.63,56.7
267,3/2/2017,64.69,64.01,140.0,138.96,853.08,848.91,181.88,180.53,57.9,57.8
268,3/1/2017,64.13,64.94,137.89,139.79,853.05,853.08,180.48,181.95,57.86,57.95
269,2/28/2017,64.08,63.98,137.08,136.99,851.45,845.04,179.38,179.82,57.37,57.16
270,2/27/2017,64.54,64.23,137.14,136.93,842.38,848.64,181.19,179.4,57.65,57.69
271,2/24/2017,64.53,64.62,135.91,136.66,844.69,845.24,180.21,181.35,57.39,57.86
272,2/23/2017,64.42,64.62,137.38,136.53,857.57,852.19,182.0,181.65,58.11,57.39
273,2/22/2017,64.33,64.36,136.43,137.11,856.95,855.61,180.09,181.15,57.48,58.24
274,2/21/2017,64.61,64.49,136.23,136.7,848.84,856.44,180.6,180.26,56.38,57.36
275,2/17/2017,64.47,64.62,135.1,135.72,842.0,845.07,181.25,180.67,56.12,56.75
276,2/16/2017,64.74,64.52,135.67,135.345,841.84,844.14,181.45,181.43,56.88,56.29
